Departamentos;Muestras Claro;Muestras Personal;Muestras Movistar;THP Claro;THP Personal;THP Movistar;Latencia Claro;Latencia Mejor;Intensidad Claro;Intensidad Mejor;Tiempo IyV Claro;Tiempo IyV Mejor;Localidad;Provincia;Periodo
San Pedro, MISIONES;88,7;1,800,000;100;15.95;10;--;74;74;-99;-97;70;70;San Pedro;MISIONES;jun-24
El Alto, CATAMARCA;406;442;2,25;17.56;15.10;4.49;60;60;-96;-96;54;54;El Alto;CATAMARCA;jun-24
Sarmiento, CHUBUT;2,480,000;133;659;10.63;14.19;14.18;92;75;-100;-92;85;71;Sarmiento;CHUBUT;jun-24
Bariloche, RÍO NEGRO;12,000,000;6,160,000;24,200,000;11.66;16.43;10.80;78;64;-100;-99;76;62;Bariloche;RÍO NEGRO;jun-24
Junín, BUENOS AIRES;7,630,000;4,610,000;5,700,000;14.86;19.25;15.36;59;50;-97;-97;56;46;Junín;BUENOS AIRES;jun-24
Villaguay, ENTRE RÍOS;2,850,000;4,050,000;13,6;14.99;12.79;17.03;64;64;-101;-100;61;61;Villaguay;ENTRE RÍOS;jun-24
Rojas, BUENOS AIRES;2,870,000;985;1,570,000;10.61;17.94;12.79;61;52;-101;-101;63;47;Rojas;BUENOS AIRES;jun-24
Alberdi, SANTIAGO DEL ESTERO;82,5;1,980,000;2,14;13.94;10.53;6.41;71;71;-97;-93;66;66;Alberdi;SANTIAGO DEL ESTERO;jun-24
General Juan F. Quiroga, LA RIOJA;27,6;130;744;1.34;17.88;13.72;1,051;63;-90;-90;1,012;56;General Juan F. Quiroga;LA RIOJA;jun-24
Juan F. Ibarra, SANTIAGO DEL ESTERO;38,7;1,610,000;3,58;15.42;14.28;12.80;69;69;-103;-92;64;64;Juan F. Ibarra;SANTIAGO DEL ESTERO;jun-24
Tinogasta, CATAMARCA;377;7,250,000;22,9;1.10;9.29;10.12;1,479;86;-93;-93;1,323;89;Tinogasta;CATAMARCA;jun-24
La Paz, MENDOZA;1,150,000;260;21,8;10.56;16.03;10.22;87;67;-102;-99;85;62;La Paz;MENDOZA;jun-24
General Roca, CÓRDOBA;5,370,000;1,510,000;76,7;14.17;20.14;14.62;66;58;-97;-97;63;54;General Roca;CÓRDOBA;jun-24
Libertador General San Martín, CHACO;1,050,000;4,640,000;10,2;15.94;13.29;15.67;68;61;-97;-91;64;58;Libertador General San Martín;CHACO;jun-24
Huiliches, NEUQUÉN;2,530,000;511;1,550,000;7.71;10.96;12.50;96;84;-101;-98;100;82;Huiliches;NEUQUÉN;jun-24
San Cosme, CORRIENTES;1,960,000;2,090,000;72,4;15.05;14.31;15.82;68;58;-100;-100;64;57;San Cosme;CORRIENTES;jun-24
2 de Abril, CHACO;64,8;1,060,000;--;15.49;10.89;--;73;73;-97;-96;67;67;2 de Abril;CHACO;jun-24
Laishi, FORMOSA;309;2,060,000;5,02;12.83;12.25;14.83;72;67;-100;-100;67;64;Laishi;FORMOSA;jun-24
Punilla, CÓRDOBA;15,300,000;19,100,000;2,080,000;14.86;17.73;11.46;65;53;-100;-97;62;51;Punilla;CÓRDOBA;jun-24
Tres Lomas, BUENOS AIRES;983;11,5;170;15.94;8.31;7.17;57;57;-99;-92;54;54;Tres Lomas;BUENOS AIRES;jun-24
Juan Martín de Pueyrredón, SAN LUIS;25,200,000;5,660,000;24,800,000;12.03;14.09;11.06;81;69;-100;-97;79;67;Juan Martín de Pueyrredón;SAN LUIS;jun-24
Vinchina, LA RIOJA;41,9;365;3,15;14.32;14.23;1.72;80;62;-96;-95;72;55;Vinchina;LA RIOJA;jun-24
Uruguay, ENTRE RÍOS;4,700,000;12,700,000;1,770,000;12.45;11.38;13.12;68;59;-103;-101;67;56;Uruguay;ENTRE RÍOS;jun-24
Chacabuco, BUENOS AIRES;3,530,000;2,600,000;3,090,000;14.09;15.62;10.58;61;53;-101;-100;58;50;Chacabuco;BUENOS AIRES;jun-24
General Alvear, BUENOS AIRES;614;26,9;1,520,000;3.84;8.11;9.67;88;81;-103;-100;114;77;General Alvear;BUENOS AIRES;jun-24
Azul, BUENOS AIRES;6,710,000;4,380,000;3,320,000;13.43;17.34;12.18;70;52;-98;-98;66;47;Azul;BUENOS AIRES;jun-24
Roque Pérez, BUENOS AIRES;518;280;1,220,000;17.85;22.11;12.52;54;49;-105;-98;50;43;Roque Pérez;BUENOS AIRES;jun-24
Gualeguay, ENTRE RÍOS;5,910,000;7,590,000;69,6;11.80;12.85;12.47;65;63;-97;-97;63;60;Gualeguay;ENTRE RÍOS;jun-24
Utracán, LA PAMPA;1,390,000;8,46;1,570,000;14.62;19.16;8.42;68;62;-96;-88;61;60;Utracán;LA PAMPA;jun-24
Catamarca, CATAMARCA;13,000,000;13,900,000;1,740,000;13.78;14.74;11.63;71;62;-94;-94;68;61;Catamarca;CATAMARCA;jun-24
Tres Arroyos, BUENOS AIRES;3,460,000;1,900,000;3,420,000;15.29;16.43;7.97;66;57;-102;-102;62;56;Tres Arroyos;BUENOS AIRES;jun-24
San Alberto, CÓRDOBA;2,410,000;6,880,000;155;16.03;12.26;12.68;63;63;-101;-99;59;59;San Alberto;CÓRDOBA;jun-24
Belgrano, SAN LUIS;494;1,46;109;13.49;6.33;15.47;85;62;-98;-91;77;59;Belgrano;SAN LUIS;jun-24
Pergamino, BUENOS AIRES;8,070,000;4,690,000;3,490,000;11.52;12.15;7.88;62;62;-101;-101;61;61;Pergamino;BUENOS AIRES;jun-24
Godoy Cruz, MENDOZA;13,300,000;2,460,000;11,100,000;14.35;20.03;14.79;66;55;-98;-96;62;52;Godoy Cruz;MENDOZA;jun-24
Ushuaia, TIERRA DEL FUEGO;10,600,000;2,760,000;11,700,000;11.21;12.49;10.15;88;88;-95;-95;85;85;Ushuaia;TIERRA DEL FUEGO;jun-24
Pinamar, BUENOS AIRES;2,300,000;1,770,000;4,390,000;14.15;19.89;15.63;78;50;-100;-100;73;45;Pinamar;BUENOS AIRES;jun-24
Ñorquincó, RÍO NEGRO;--;--;1,03;--;--;9.41;--;--;--;--;--;--;Ñorquincó;RÍO NEGRO;jun-24
Daireaux, BUENOS AIRES;2,490,000;26,3;42,5;15.41;2.18;13.27;59;57;-100;-100;55;53;Daireaux;BUENOS AIRES;jun-24
Cainguás, MISIONES;599;5,160,000;2,8;13.27;8.13;2.37;83;83;-104;-96;78;78;Cainguás;MISIONES;jun-24
Puelén, LA PAMPA;1,920,000;8,3;261;9.43;7.70;10.32;88;88;-102;-100;88;87;Puelén;LA PAMPA;jun-24
Río Seco, CÓRDOBA;757;2,270,000;1,64;10.30;7.43;11.74;62;62;-98;-97;63;63;Río Seco;CÓRDOBA;jun-24
Mártires, CHUBUT;159;--;--;--;--;--;500;500;-105;-105;662;662;Mártires;CHUBUT;jun-24
Marcos Juárez, CÓRDOBA;12,100,000;7,900,000;206;14.81;19.36;12.29;57;53;-97;-97;54;50;Marcos Juárez;CÓRDOBA;jun-24
Chascomús, BUENOS AIRES;3,990,000;1,590,000;4,060,000;15.56;21.88;12.31;57;47;-99;-99;54;43;Chascomús;BUENOS AIRES;jun-24
General Pedernera, SAN LUIS;17,000,000;1,410,000;7,370,000;14.07;15.95;12.59;66;66;-99;-99;63;63;General Pedernera;SAN LUIS;jun-24
Paso de Indios, CHUBUT;50,6;--;--;0.89;--;--;1,576;1,576;-86;-86;1,367;88;Paso de Indios;CHUBUT;jun-24
Belgrano, SANTA FE;2,450,000;6,440,000;234;13.15;14.71;15.14;59;52;-99;-97;57;51;Belgrano;SANTA FE;jun-24
General Pinto, BUENOS AIRES;3,100,000;801;248;13.17;17.84;15.31;58;58;-95;-90;55;53;General Pinto;BUENOS AIRES;jun-24
Hipólito Yrigoyen, BUENOS AIRES;1,170,000;18,2;301;16.24;21.45;12.20;58;52;-98;-95;53;49;Hipólito Yrigoyen;BUENOS AIRES;jun-24
Ayacucho, SAN LUIS;1,940,000;63,6;646;13.52;2.51;13.53;69;69;-98;-98;66;66;Ayacucho;SAN LUIS;jun-24
General Belgrano, LA RIOJA;36,6;1,080,000;236;1.42;17.66;--;992;61;-93;-93;943;55;General Belgrano;LA RIOJA;jun-24
Garay, SANTA FE;1,320,000;4,000,000;6,91;12.37;9.58;12.72;60;60;-101;-100;59;58;Garay;SANTA FE;jun-24
Córdoba, CÓRDOBA;142,000,000;136,000,000;26,000,000;14.71;16.65;10.31;55;49;-96;-96;54;50;Córdoba;CÓRDOBA;jun-24
Languiñeo, CHUBUT;127;--;996;10.72;--;4.41;107;107;-93;-91;95;95;Languiñeo;CHUBUT;jun-24
Rosario de Lerma, SALTA;2,720,000;4,180,000;395;11.32;14.96;6.03;80;69;-103;-101;77;68;Rosario de Lerma;SALTA;jun-24
Quilmes, BUENOS AIRES;17,700,000;29,300,000;56,600,000;14.56;16.91;12.22;53;49;-99;-99;50;46;Quilmes;BUENOS AIRES;jun-24
San Javier, SANTA FE;606;5,360,000;1,25;15.14;6.98;16.34;61;52;-103;-94;58;49;San Javier;SANTA FE;jun-24
Montecarlo, MISIONES;1,110,000;3,830,000;12,8;13.98;9.57;12.91;74;71;-103;-101;69;69;Montecarlo;MISIONES;jun-24
Cafayate, SALTA;417;2,660,000;105;16.57;14.79;10.84;72;63;-98;-92;68;62;Cafayate;SALTA;jun-24
San Vicente, BUENOS AIRES;9,050,000;2,150,000;5,250,000;12.77;13.28;11.90;60;50;-101;-101;59;47;San Vicente;BUENOS AIRES;jun-24
25 de Mayo, RÍO NEGRO;111;23,8;2,270,000;8.78;14.31;10.82;598;75;-94;-89;658;70;25 de Mayo;RÍO NEGRO;jun-24
Junín, MENDOZA;3,750,000;1,370,000;1,360,000;13.80;15.32;13.92;68;65;-102;-100;65;61;Junín;MENDOZA;jun-24
San Martín, SAN JUAN;535;41,7;459;13.54;6.50;11.09;70;70;-102;-100;65;65;San Martín;SAN JUAN;jun-24
José C. Paz, BUENOS AIRES;12,200,000;16,500,000;18,100,000;15.20;16.62;10.18;53;49;-98;-95;49;46;José C. Paz;BUENOS AIRES;jun-24
San Justo, CÓRDOBA;23,200,000;13,200,000;223;15.26;19.32;14.51;58;51;-100;-98;56;49;San Justo;CÓRDOBA;jun-24
Merlo, BUENOS AIRES;19,200,000;24,100,000;33,400,000;15.41;17.04;10.47;52;48;-99;-98;49;45;Merlo;BUENOS AIRES;jun-24
Marcos Paz, BUENOS AIRES;1,750,000;2,350,000;5,300,000;12.08;15.58;8.83;64;54;-104;-103;67;50;Marcos Paz;BUENOS AIRES;jun-24
Tehuelches, CHUBUT;6,44;2,45;780;11.70;14.94;12.64;88;78;-81;-81;85;75;Tehuelches;CHUBUT;jun-24
9 de Julio, BUENOS AIRES;4,880,000;1,260,000;1,930,000;11.77;17.44;13.41;74;49;-98;-98;72;45;9 de Julio;BUENOS AIRES;jun-24
San Fernando, CHACO;22,700,000;47,500,000;5,490,000;12.47;13.80;13;74;53;-99;-98;72;55;San Fernando;CHACO;jun-24
Trenel, LA PAMPA;694;79,8;17,6;10.31;18;9.74;68;61;-97;-97;69;55;Trenel;LA PAMPA;jun-24
Dr. Manuel Belgrano, JUJUY;15,100,000;27,100,000;2,360,000;13.68;16.46;10.16;74;60;-97;-96;69;59;Dr. Manuel Belgrano;JUJUY;jun-24
Cerrillos, SALTA;1,990,000;4,440,000;460;13.48;13.07;10.44;74;69;-103;-99;69;69;Cerrillos;SALTA;jun-24
San Martín, SANTA FE;4,790,000;8,450,000;65,7;13.03;15.76;18.29;62;56;-102;-101;61;53;San Martín;SANTA FE;jun-24
Monte Caseros, CORRIENTES;3,550,000;2,620,000;21;11.21;13.45;11.35;79;65;-97;-97;76;64;Monte Caseros;CORRIENTES;jun-24
Libertador General San Martín, SAN LUIS;9,35;1,04;665;9.09;5.11;11.89;88;70;-111;-105;92;70;Libertador General San Martín;SAN LUIS;jun-24
General Las Heras, BUENOS AIRES;1,080,000;587;2,270,000;17.18;20.48;6.20;56;50;-105;-101;52;44;General Las Heras;BUENOS AIRES;jun-24
Lavalle, CORRIENTES;1,100,000;4,260,000;133;10.78;7.86;--;98;75;-103;-93;94;85;Lavalle;CORRIENTES;jun-24
Colón, CÓRDOBA;23,100,000;23,000,000;2,260,000;14.36;16.47;11.76;57;53;-101;-99;56;53;Colón;CÓRDOBA;jun-24
Ituzaingó, BUENOS AIRES;7,660,000;7,880,000;12,800,000;14.76;20.26;11.70;52;44;-98;-95;50;40;Ituzaingó;BUENOS AIRES;jun-24
Esquina, CORRIENTES;860;3,450,000;7,71;11.80;13.62;11.94;91;61;-102;-98;87;60;Esquina;CORRIENTES;jun-24
Tala, ENTRE RÍOS;1,140,000;3,800,000;94;13.62;13.75;15.90;72;60;-102;-101;69;58;Tala;ENTRE RÍOS;jun-24
Rawson, CHUBUT;13,500,000;1,120,000;14,500,000;12.73;16.81;12.43;74;68;-98;-98;69;64;Rawson;CHUBUT;jun-24
Collón Curá, NEUQUÉN;304;107;734;9.73;10.26;14.33;111;73;-92;-92;108;72;Collón Curá;NEUQUÉN;jun-24
Graneros, TUCUMÁN;853;997;1,04;14;13.82;11.32;73;68;-97;-93;68;67;Graneros;TUCUMÁN;jun-24
Hurlingham, BUENOS AIRES;8,570,000;8,360,000;10,600,000;14.31;19.25;11.20;51;46;-97;-96;49;43;Hurlingham;BUENOS AIRES;jun-24
La Pampa, LA PAMPA;12,600,000;926;6,560,000;13.22;19.40;12.48;68;55;-98;-98;66;50;La Pampa;LA PAMPA;jun-24
Chicoana, SALTA;695;3,040,000;98,9;15.97;14.47;8.49;69;69;-98;-98;62;62;Chicoana;SALTA;jun-24
General San Martín, CÓRDOBA;19,100,000;10,200,000;479;15.89;19.39;12.12;56;50;-97;-97;53;48;General San Martín;CÓRDOBA;jun-24
Caleu Caleu, LA PAMPA;383;78;285;18.60;13.13;14.60;59;59;-97;-91;51;51;Caleu Caleu;LA PAMPA;jun-24
Chimbas, SAN JUAN;1,550,000;1,740,000;4,200,000;15.81;16.73;12.40;68;65;-101;-98;62;60;Chimbas;SAN JUAN;jun-24
Moreno, BUENOS AIRES;22,800,000;28,500,000;40,200,000;15.05;16.70;11.50;54;52;-99;-99;50;48;Moreno;BUENOS AIRES;jun-24
El Carmen, JUJUY;6,720,000;5,270,000;593;12.55;14.46;10.66;78;73;-98;-98;72;70;El Carmen;JUJUY;jun-24
Lobos, BUENOS AIRES;3,310,000;691;1,630,000;13.23;19.89;9.58;60;49;-103;-102;58;44;Lobos;BUENOS AIRES;jun-24
Castelli, BUENOS AIRES;592;219;1,290,000;14.51;21.28;10.72;67;53;-98;-94;64;48;Castelli;BUENOS AIRES;jun-24
Famaillá, TUCUMÁN;1,680,000;4,530,000;48,7;10.67;10.64;8.65;90;75;-100;-95;87;78;Famaillá;TUCUMÁN;jun-24
Alberti, BUENOS AIRES;1,270,000;74,8;378;12.69;20.86;17.11;74;51;-99;-99;71;47;Alberti;BUENOS AIRES;jun-24
Arauco, LA RIOJA;326;2,440,000;1,87;14.13;11.07;19.02;69;60;-100;-72;63;61;Arauco;LA RIOJA;jun-24
Gastre, CHUBUT;38,9;--;--;1.32;--;--;1,102;1,102;-88;-88;988;988;Gastre;CHUBUT;jun-24
Colón, ENTRE RÍOS;4,870,000;7,050,000;1,470,000;12.71;13.82;16.70;67;58;-101;-100;66;53;Colón;ENTRE RÍOS;jun-24
San Antonio, JUJUY;239;366;6,12;15.21;9.17;9.66;77;77;-104;-104;71;71;San Antonio;JUJUY;jun-24
San Salvador, ENTRE RÍOS;1,340,000;1,530,000;2,08;12.27;15.13;16.44;66;58;-100;-93;67;55;San Salvador;ENTRE RÍOS;jun-24
Iglesia, SAN JUAN;248;8,58;2,070,000;2.93;11.64;9.99;1,154;89;-88;-88;1,108;87;Iglesia;SAN JUAN;jun-24
Río Senguer, CHUBUT;824;--;428;10.20;--;11.13;103;86;-95;-84;99;80;Río Senguer;CHUBUT;jun-24
La Rioja, LA RIOJA;19,300,000;15,700,000;2,420,000;14.51;16.10;11.93;66;58;-96;-96;62;57;La Rioja;LA RIOJA;jun-24
Simoca, TUCUMÁN;1,390,000;1,560,000;16;15.12;13.54;13.86;69;69;-96;-96;64;64;Simoca;TUCUMÁN;jun-24
Metán, SALTA;2,660,000;4,290,000;438;13.66;12.93;7.81;75;75;-100;-99;69;69;Metán;SALTA;jun-24
Leales, TUCUMÁN;2,620,000;6,130,000;19;13.69;13.10;8.40;75;67;-104;-104;70;68;Leales;TUCUMÁN;jun-24
General Juan Madariaga, BUENOS AIRES;708;654;3,810,000;13.26;19.06;12.67;81;51;-101;-101;75;46;General Juan Madariaga;BUENOS AIRES;jun-24
Cochinoca, JUJUY;83;947;1,13;15.28;12.58;8.14;73;73;-95;-93;64;64;Cochinoca;JUJUY;jun-24
San Martín, MENDOZA;7,810,000;2,830,000;3,390,000;13.59;12.57;12.09;70;69;-102;-101;66;66;San Martín;MENDOZA;jun-24
General Rodríguez, BUENOS AIRES;7,980,000;11,900,000;11,000,000;14.77;15.95;11.86;54;54;-100;-100;50;50;General Rodríguez;BUENOS AIRES;jun-24
Capayán, CATAMARCA;912;2,770,000;6,04;14.93;13.67;9.78;75;67;-100;-100;68;64;Capayán;CATAMARCA;jun-24
Olavarría, BUENOS AIRES;10,300,000;5,550,000;4,410,000;13.61;17.42;10.27;73;53;-101;-99;69;49;Olavarría;BUENOS AIRES;jun-24
Islas del Ibicuy, ENTRE RÍOS;1,850,000;4,850,000;33,5;10.91;10.89;9.03;81;63;-100;-99;79;63;Islas del Ibicuy;ENTRE RÍOS;jun-24
Berisso, BUENOS AIRES;1,130,000;4,340,000;7,410,000;16.99;18.06;11.68;51;50;-104;-103;47;47;Berisso;BUENOS AIRES;jun-24
Pila, BUENOS AIRES;794;82,5;3,62;13.18;21.96;9.82;56;49;-100;-100;56;43;Pila;BUENOS AIRES;jun-24
Lobería, BUENOS AIRES;926;255;1,680,000;15.80;14.82;10.61;64;61;-99;-98;59;57;Lobería;BUENOS AIRES;jun-24
Ledesma, JUJUY;6,260,000;8,370,000;289;11.62;14.90;11.13;81;74;-99;-99;76;70;Ledesma;JUJUY;jun-24
Las Flores, BUENOS AIRES;3,420,000;384;1,610,000;7.94;17.15;9.70;70;51;-101;-101;77;44;Las Flores;BUENOS AIRES;jun-24
General Güemes, CHACO;651;9,750,000;4,5;14.12;6.95;16.99;74;68;-104;-97;70;59;General Güemes;CHACO;jun-24
Lomas de Zamora, BUENOS AIRES;25,500,000;38,900,000;50,300,000;12.99;17.09;12.23;55;48;-99;-98;54;44;Lomas de Zamora;BUENOS AIRES;jun-24
La Plata, BUENOS AIRES;27,600,000;44,600,000;80,700,000;13.41;16.99;12.29;55;50;-101;-101;53;47;La Plata;BUENOS AIRES;jun-24
Campana, BUENOS AIRES;6,320,000;18,500,000;10,100,000;18.04;18.01;12.88;51;47;-100;-96;47;44;Campana;BUENOS AIRES;jun-24
Candelaria, MISIONES;650;4,660,000;162;13.50;10.62;13.59;70;70;-103;-100;67;67;Candelaria;MISIONES;jun-24
Rivadavia, BUENOS AIRES;2,110,000;537;1,280,000;15.66;17;9.65;59;59;-102;-100;56;56;Rivadavia;BUENOS AIRES;jun-24
Tunuyán, MENDOZA;5,620,000;767;1,480,000;9.74;16.22;11.59;75;65;-98;-98;75;60;Tunuyán;MENDOZA;jun-24
Maipú, MENDOZA;13,400,000;3,870,000;9,710,000;13.79;15.18;13.54;68;66;-100;-99;64;62;Maipú;MENDOZA;jun-24
San Roque, CORRIENTES;829;2,550,000;3,87;14.27;9.89;6.75;70;70;-95;-95;66;66;San Roque;CORRIENTES;jun-24
San Miguel, BUENOS AIRES;16,900,000;20,200,000;25,300,000;12.96;17.80;10.06;55;48;-99;-96;54;45;San Miguel;BUENOS AIRES;jun-24
Federación, ENTRE RÍOS;3,540,000;7,970,000;370;12.60;12.89;14.39;67;65;-103;-102;66;61;Federación;ENTRE RÍOS;jun-24
Junín, SAN LUIS;4,130,000;839;1,970,000;11.42;11.27;8.35;85;84;-103;-103;82;82;Junín;SAN LUIS;jun-24
Atreucó, LA PAMPA;792;36,6;1,250,000;16.15;14.15;13.17;66;66;-101;-92;60;60;Atreucó;LA PAMPA;jun-24
Castro Barros, LA RIOJA;132;496;--;16.94;14.14;--;65;65;-100;-100;58;58;Castro Barros;LA RIOJA;jun-24
Trenque Lauquen, BUENOS AIRES;4,930,000;1,380,000;1,970,000;12.70;14.69;9.49;61;61;-98;-98;60;57;Trenque Lauquen;BUENOS AIRES;jun-24
Rawson, SAN JUAN;3,990,000;2,860,000;7,120,000;15.39;18.67;11.72;66;60;-100;-96;62;56;Rawson;SAN JUAN;jun-24
Luján de Cuyo, MENDOZA;14,600,000;3,140,000;8,360,000;13.64;17.38;13.10;69;61;-99;-99;65;57;Luján de Cuyo;MENDOZA;jun-24
Realicó, LA PAMPA;2,230,000;165;963;14.21;16.62;12.55;60;60;-97;-97;58;58;Realicó;LA PAMPA;jun-24
Pilagás, FORMOSA;659;1,560,000;1,11;12.85;11.86;11.74;77;64;-97;-93;73;59;Pilagás;FORMOSA;jun-24
Salta, SALTA;38,400,000;56,200,000;9,470,000;12;15.13;9.30;75;62;-98;-96;72;62;Salta;SALTA;jun-24
Trancas, TUCUMÁN;1,860,000;2,090,000;6,2;13.23;12.05;11.66;70;70;-97;-97;66;66;Trancas;TUCUMÁN;jun-24
Almirante Brown, BUENOS AIRES;20,400,000;22,800,000;37,400,000;13.58;18.12;10.87;55;46;-100;-99;53;43;Almirante Brown;BUENOS AIRES;jun-24
Pellegrini, BUENOS AIRES;577;172;949;19.45;18.64;11.19;54;54;-98;-95;49;49;Pellegrini;BUENOS AIRES;jun-24
Saavedra, BUENOS AIRES;813;624;2,560,000;14.87;16.30;11.48;73;66;-102;-102;67;62;Saavedra;BUENOS AIRES;jun-24
General San Martín, LA RIOJA;127;438;382;12.90;12.27;17.70;61;60;-92;-92;58;52;General San Martín;LA RIOJA;jun-24
Santa Rosa, CATAMARCA;383;1,670,000;6,57;11.28;11.07;11.20;76;75;-98;-96;71;71;Santa Rosa;CATAMARCA;jun-24
Guatraché, LA PAMPA;366;28;830;14.87;17.28;14.99;59;59;-97;-94;54;54;Guatraché;LA PAMPA;jun-24
Cruz del Eje, CÓRDOBA;4,040,000;5,190,000;202;14.96;16.04;12.69;65;59;-100;-98;61;57;Cruz del Eje;CÓRDOBA;jun-24
25 de Mayo, SAN JUAN;527;106;208;11.62;16.92;11.20;74;63;-99;-95;70;58;25 de Mayo;SAN JUAN;jun-24
Florentino Ameghino, BUENOS AIRES;722;755;5,93;16.82;16.45;11.12;55;55;-97;-97;50;50;Florentino Ameghino;BUENOS AIRES;jun-24
Río Primero, CÓRDOBA;5,290,000;4,700,000;85,7;15.71;18.77;13.54;54;51;-99;-99;52;49;Río Primero;CÓRDOBA;jun-24
Magallanes, SANTA CRUZ;1,920,000;52,2;448;11.87;14.25;14.42;86;77;-96;-96;81;71;Magallanes;SANTA CRUZ;jun-24
Ñorquín, NEUQUÉN;303;--;436;10.96;--;8.55;98;95;-98;-98;89;89;Ñorquín;NEUQUÉN;jun-24
Mercedes, CORRIENTES;2,380,000;5,960,000;122;11.91;10.92;12.80;79;65;-100;-100;77;66;Mercedes;CORRIENTES;jun-24
Misiones, MISIONES;23,100,000;38,100,000;1,470,000;12.29;13.36;12.64;71;63;-99;-98;70;64;Misiones;MISIONES;jun-24
Fray Justo Santa María de Oro, CHACO;257;809;--;14.76;7.14;--;73;73;-101;-101;67;67;Fray Justo Santa María de Oro;CHACO;jun-24
Capitán Sarmiento, BUENOS AIRES;1,490,000;668;624;11.98;16.42;11.04;65;52;-103;-103;65;48;Capitán Sarmiento;BUENOS AIRES;jun-24
Santa Bárbara, JUJUY;598;2,450,000;1,87;11.58;10.21;6.42;92;92;-98;-98;86;86;Santa Bárbara;JUJUY;jun-24
General Viamonte, BUENOS AIRES;703;239;1,560,000;16.72;21.30;13.43;58;46;-101;-99;54;41;General Viamonte;BUENOS AIRES;jun-24
Tigre, BUENOS AIRES;27,000,000;36,300,000;31,000,000;13.08;19.42;10.92;53;46;-96;-95;52;43;Tigre;BUENOS AIRES;jun-24
Guaraní, MISIONES;707;4,900,000;14,7;13.03;8.57;12.39;79;79;-99;-95;77;77;Guaraní;MISIONES;jun-24
Tres de Febrero, BUENOS AIRES;14,800,000;25,200,000;24,700,000;13.84;16.97;12.07;52;48;-97;-96;50;46;Tres de Febrero;BUENOS AIRES;jun-24
Monte Hermoso, BUENOS AIRES;577;243;1,580,000;19.36;23.27;14.48;57;52;-102;-102;50;48;Monte Hermoso;BUENOS AIRES;jun-24
La Paz, CATAMARCA;3,330,000;3,430,000;30,4;11.93;13.68;6.11;67;64;-96;-87;60;60;La Paz;CATAMARCA;jun-24
General Villegas, BUENOS AIRES;2,270,000;3,540,000;25,1;14.15;15.92;14.97;63;61;-102;-102;60;57;General Villegas;BUENOS AIRES;jun-24
Iruya, SALTA;46,2;78,7;--;0.75;1.74;--;1,595;963;-91;-91;1,405;924;Iruya;SALTA;jun-24
Berazategui, BUENOS AIRES;12,600,000;13,200,000;29,200,000;14.98;18.03;11.61;53;47;-99;-99;51;44;Berazategui;BUENOS AIRES;jun-24
San Martín, SANTIAGO DEL ESTERO;177;644;7,57;12.45;10.70;9.42;63;63;-92;-92;59;59;San Martín;SANTIAGO DEL ESTERO;jun-24
Biedma, CHUBUT;6,090,000;852;15,200,000;13.30;17.17;10.96;74;60;-101;-99;70;56;Biedma;CHUBUT;jun-24
25 de Mayo, CHACO;178;2,710,000;16,3;16.67;11.08;13.33;68;66;-100;-97;63;63;25 de Mayo;CHACO;jun-24
Malargüe, MENDOZA;1,870,000;260;2,510,000;11.33;17.08;13.28;87;69;-98;-98;85;65;Malargüe;MENDOZA;jun-24
Copo, SANTIAGO DEL ESTERO;53,8;3,120,000;6,29;13.58;10.65;12.16;73;73;-98;-95;68;68;Copo;SANTIAGO DEL ESTERO;jun-24
Federal, ENTRE RÍOS;110;3,980,000;135;21.54;10.25;--;54;54;-97;-97;49;49;Federal;ENTRE RÍOS;jun-24
Minas, CÓRDOBA;33;821;--;20.93;18.17;--;52;52;-96;-96;46;46;Minas;CÓRDOBA;jun-24
Zonda, SAN JUAN;409;75,6;128;17.83;10.84;10.79;66;66;-100;-97;59;59;Zonda;SAN JUAN;jun-24
Concordia, ENTRE RÍOS;10,200,000;13,000,000;748;12.31;13.65;11.29;67;59;-99;-99;66;55;Concordia;ENTRE RÍOS;jun-24
Santa Fé, SANTA FE;46,800,000;48,600,000;15,900,000;10.47;13.74;11.86;63;53;-100;-99;66;53;Santa Fé;SANTA FE;jun-24
Santo Tomé, CORRIENTES;5,760,000;7,420,000;22,6;8.82;11.25;12.01;83;71;-103;-100;88;72;Santo Tomé;CORRIENTES;jun-24
Molinos, SALTA;8,35;406;--;1.26;15.80;--;918;67;-89;-89;889;57;Molinos;SALTA;jun-24
Sanagasta, LA RIOJA;364;47,9;--;16.60;24.09;--;63;52;-100;-96;59;49;Sanagasta;LA RIOJA;jun-24
General Pueyrredón, BUENOS AIRES;51,400,000;22,500,000;49,200,000;15.36;19.15;13.46;62;50;-98;-97;58;46;General Pueyrredón;BUENOS AIRES;jun-24
Burruyacú, TUCUMÁN;1,620,000;5,710,000;8,54;14.16;10.81;12.28;68;68;-104;-101;63;63;Burruyacú;TUCUMÁN;jun-24
Robles, SANTIAGO DEL ESTERO;2,700,000;5,830,000;172;14.32;15.43;9.79;73;64;-100;-97;68;63;Robles;SANTIAGO DEL ESTERO;jun-24
Dolores, BUENOS AIRES;2,670,000;979;3,090,000;11.08;21.99;6.87;65;47;-99;-99;64;42;Dolores;BUENOS AIRES;jun-24
Anta, SALTA;1,230,000;10,900,000;73,8;13.48;9.46;11.60;75;75;-101;-98;69;69;Anta;SALTA;jun-24
